Парковка №0301 (58);3;город Москва, улица Тимура Фрунзе, дом 20, строение 5;37.58831;55.7350775
Парковка №0301 (59);6;город Москва, улица Тимура Фрунзе, дом 20А;37.588802;55.734769
Парковка №0301 (60);2;город Москва, улица Тимура Фрунзе, дом 11, строение 13;37.589189;55.7343685
Парковка №0301 (61);13;город Москва, улица Тимура Фрунзе, дом 11, корпус 2;37.59003;55.733846
Парковка №0301 (62);11;город Москва, улица Тимура Фрунзе, дом 12;37.590336;55.7337775
Парковка №0301 (63);4;город Москва, улица Тимура Фрунзе, дом 3, строение 3;37.591053;55.733191000000005
Парковка №0301 (64);9;город Москва, улица Тимура Фрунзе, дом 10;37.59128377766257;55.73315672121196
Парковка №0301 (65);4;город Москва, Комсомольский проспект, дом 5/2;37.592878999999996;55.731903
Парковка №0301 (66);6;город Москва, Комсомольский проспект, дом 5/2;37.5935495;55.731716500000005
Парковка №0301 (67);9;город Москва, Комсомольский проспект, дом 5/2;37.5933155;55.7316985
Парковка №0301 (68);14;город Москва, Комсомольский проспект, дом 7, строение 2;37.592774;55.7314715
Парковка №0301 (69);6;город Москва, Комсомольский проспект, дом 7, строение 2;37.592364;55.731488999999996
Парковка №0301 (70);5;город Москва, Комсомольский проспект, дом 7, строение 1;37.593118000000004;55.731304
Парковка №0301 (71);3;город Москва, улица Тимура Фрунзе, дом 16;37.589316499999995;55.7344135
Парковка №0301 (72);4;город Москва, Зубовский проезд, дом 2, корпус 1;37.588265500000006;55.735682499999996
Парковка №0301 (73);7;город Москва, Зубовский проезд, дом 3;37.588308;55.735882000000004
Парковка №0301 (74);3;город Москва, Зубовский проезд, дом 1;37.588756000000004;55.736252
Парковка №0301 (75);5;город Москва, Зубовский проезд, дом 1;37.589255;55.736650499999996
Парковка №0301 (76);5;город Москва, Фрунзенская набережная, дом 2/1;37.595890499999996;55.734672
Парковка №0301 (77);7;город Москва, Фрунзенская набережная, дом 2/1;37.5949545;55.7349515
Парковка №0301 (78);9;город Москва, улица Льва Толстого, дом 23, корпус 1;37.5841105;55.73572
Парковка №0301 (79);5;город Москва, улица Россолимо, дом 3, строение 2;37.5842205;55.735817
Парковка №0301 (80);8;город Москва, улица Тимура Фрунзе, дом 11, строение 60А;37.585068;55.7352165
Парковка №0301 (81);1;город Москва, улица Льва Толстого, дом 23, строение 5;37.585068;55.735088
Парковка №0301 (82);2;город Москва, улица Тимура Фрунзе, дом 11, строение 60А;37.5858645;55.734643
Парковка №0301 (83);16;город Москва, улица Льва Толстого, дом 16;37.586999000000006;55.7338635
Парковка №0301 (84);22;город Москва, улица Льва Толстого, дом 21, строение 1;37.586237499999996;55.7342465
Парковка №0301 (85);4;город Москва, улица Льва Толстого, дом 7;37.587374999999994;55.733446
Парковка №0301 (86);4;город Москва, улица Льва Толстого, дом 14;37.588010499999996;55.7331655
Парковка №0301 (87);7;город Москва, улица Льва Толстого, дом 7;37.5885255;55.732736
Парковка №0301 (88);7;город Москва, улица Льва Толстого, дом 14;37.588563;55.732813
Парковка №0301 (89);5;город Москва, улица Льва Толстого, дом 5, строение 1;37.5893675;55.7322895
Парковка №0301 (90);13;город Москва, улица Льва Толстого, дом 3;37.590328;55.7318415
Парковка №0301 (91);4;город Москва, улица Льва Толстого, дом 10, строение 1;37.5895445;55.7322925
Парковка №0301 (92);4;город Москва, улица Льва Толстого, дом 2/22, строение 2;37.590233999999995;55.7320395
Парковка №0301 (93);2;город Москва, улица Льва Толстого, дом 2/22, строение 2;37.590666;55.7318035
Парковка №0301 (94);7;город Москва, улица Тимура Фрунзе, дом 12;37.590903;55.7340475
