Hon Gil Don / Хон Гиль Дон;https://www.restoran.ru/msk/detailed/restaurants/Hgd/
Hong Kong / Гонгконг;https://www.restoran.ru/msk/detailed/restaurants/hong-kong/
Hot Collection / Хот Коллекшн;https://www.restoran.ru/msk/detailed/restaurants/hot-collection/
Hotel Greenwood 4* / Отель Гринвуд;https://www.restoran.ru/msk/detailed/restaurants/hotel-greenwood/
I Like Bar / Ай Лайк Бар;https://www.restoran.ru/msk/detailed/restaurants/ilikebar/
I Van Gogh;https://www.restoran.ru/msk/detailed/restaurants/i-van-gogh/
Il Borgo / Иль Борго;https://www.restoran.ru/msk/detailed/restaurants/il_borgo/
Il Forno / Иль Форно (Кутузовский пр.);https://www.restoran.ru/msk/detailed/restaurants/il_forno_il_forno_kutuzovskiy_pr_/
Il Forno / Иль Форно (Неглинная ул.);https://www.restoran.ru/msk/detailed/restaurants/il_forno_il_forno_neglinnaya_ul_/
Il Forno / Иль Форно (ул. Остоженка);https://www.restoran.ru/msk/detailed/restaurants/il_forno_il_forno_ul_ostozhenka/
IL LETTERATO / Иль Леттерато;https://www.restoran.ru/msk/detailed/restaurants/il-litterato/
IL LETTERATO / Иль Леттерато (Большая Дмитровка);https://www.restoran.ru/msk/detailed/restaurants/il-letterato-dmitrovka/
IL LETTERATO / Иль Леттерато (Китай-город);https://www.restoran.ru/msk/detailed/restaurants/il-letterato-kitay-gorod/
Il Rosso / Иль Россо;https://www.restoran.ru/msk/detailed/restaurants/il-rosso/
Italoniya / Италония;https://www.restoran.ru/msk/detailed/restaurants/italoniya/
Jamie`s Italian / Джеймис Италиан;https://www.restoran.ru/msk/detailed/restaurants/jamiesitalian/
Jimmy Li / Джимми Ли;https://www.restoran.ru/msk/detailed/restaurants/jimmy-li/
Jimmy Poy / Джимми Пой;https://www.restoran.ru/msk/detailed/restaurants/jimmypoy/
Johny Josper Pub / Джони Джоспер Паб;https://www.restoran.ru/msk/detailed/restaurants/johny-josper-pub/
KARAOKE LOUNGE VS;https://www.restoran.ru/msk/detailed/restaurants/vs/
Karaoke Pro;https://www.restoran.ru/msk/detailed/restaurants/karaoke-pro/
Karas / Карас;https://www.restoran.ru/msk/detailed/restaurants/karas/
Karl Balling / Карл Баллинг;https://www.restoran.ru/msk/detailed/restaurants/karl-balling/
Keanu / Киану;https://www.restoran.ru/msk/detailed/restaurants/keanu/
KIDO / КИDO;https://www.restoran.ru/msk/detailed/restaurants/kido/
Kislovsky / Кисловский;https://www.restoran.ru/msk/detailed/restaurants/kislovsky/
Koryo / Корё;https://www.restoran.ru/msk/detailed/restaurants/koryo/
Kulinarium / Кулинариум;https://www.restoran.ru/msk/detailed/restaurants/kulinarium/
Kultura Bar;https://www.restoran.ru/msk/detailed/restaurants/kultura-bar/
La Carta / Ла Карта;https://www.restoran.ru/msk/detailed/restaurants/la-carta/
La Club and Karaoke;https://www.restoran.ru/msk/detailed/restaurants/bratya-blyuz/
La Delizia / Ла Делиция;https://www.restoran.ru/msk/detailed/restaurants/la-delizia/
La Marée / Ла Маре (Жуковка);https://www.restoran.ru/msk/detailed/restaurants/lamaree_zhukovka/
La Marée / Ла Маре (на Малой Грузинской);https://www.restoran.ru/msk/detailed/restaurants/la_mare/
La Marée / Ла Маре (на Петровке);https://www.restoran.ru/msk/detailed/restaurants/la_maree_petrovka/
La Marée / Ла Маре (на Проточном);https://www.restoran.ru/msk/detailed/restaurants/lamaree_smolenka/
La Mela Verde / Ла Мела Верде;https://www.restoran.ru/msk/detailed/restaurants/la-mela-verde/
La Muzon / Ля Музон;https://www.restoran.ru/msk/detailed/restaurants/la-muzon/
La Princesse Choco / Ла Принцесса Чоко;https://www.restoran.ru/msk/detailed/restaurants/la_princesse_choco/
La Provincia / Ла Провинча;https://www.restoran.ru/msk/detailed/restaurants/Laprovincia/
La Scarpetta / Ла Скарпетта;https://www.restoran.ru/msk/detailed/restaurants/la-scarpetta/
La Taverna / Ла Таверна;https://www.restoran.ru/msk/detailed/restaurants/la_taverna/
LALALAND / ЛаЛаЛэнд;https://www.restoran.ru/msk/detailed/restaurants/lalaland/
Lamb Cook / Лэмб Кук;https://www.restoran.ru/msk/detailed/restaurants/lamb-cook/
Lampa / Лампа;https://www.restoran.ru/msk/detailed/restaurants/lampa/
LARAM / Ларам;https://www.restoran.ru/msk/detailed/restaurants/laram/
LARGO / ЛАРГО;https://www.restoran.ru/msk/detailed/restaurants/largo/
Law&Son / ЛовСон;https://www.restoran.ru/msk/detailed/restaurants/lawsons_bar/
Le Bar a Vin;https://www.restoran.ru/msk/detailed/restaurants/le-bar-a-vin/
Le Meilleur / Лё Милье;https://www.restoran.ru/msk/detailed/restaurants/le-meilleur/
Le Restaurant;https://www.restoran.ru/msk/detailed/restaurants/le_restaurant/
Lelo / Лело;https://www.restoran.ru/msk/detailed/restaurants/lelo/
Lemoncello;https://www.restoran.ru/msk/detailed/restaurants/lemoncello/
Leon / Леон, арт-кафе;https://www.restoran.ru/msk/detailed/restaurants/leon/
Leroy / Лерой;https://www.restoran.ru/msk/detailed/restaurants/leroy/
Les Ole / Лес Оле;https://www.restoran.ru/msk/detailed/restaurants/les-ole/
Levantine / Левантин;https://www.restoran.ru/msk/detailed/restaurants/levantine/
Liberty / Либерти;https://www.restoran.ru/msk/detailed/restaurants/liberty/
Light Touch / Лайт Тач;https://www.restoran.ru/msk/detailed/restaurants/light-touch/
Lights / Лайтс;https://www.restoran.ru/msk/detailed/restaurants/lights/
Limon Lounge;https://www.restoran.ru/msk/detailed/restaurants/limon-lounge/
Lion / Лион;https://www.restoran.ru/msk/detailed/restaurants/lion/
Lion's Head / Лайон'с Хэд;https://www.restoran.ru/msk/detailed/restaurants/lions_head/
Locals / Локалс;https://www.restoran.ru/msk/detailed/restaurants/locals/
Lock Stock / Лок Сток;https://www.restoran.ru/msk/detailed/restaurants/lock_stock/
Logovo;https://www.restoran.ru/msk/detailed/restaurants/logovo/
London / Лондон;https://www.restoran.ru/msk/detailed/restaurants/london/
Louis...Restaurant & Karaoke / Луи… Ресторан и Караоке;https://www.restoran.ru/msk/detailed/restaurants/louis/
Lounge Мята;https://www.restoran.ru/msk/detailed/restaurants/lounge-myata/
Lova Lova Multibar (ex. Follow me cafe);https://www.restoran.ru/msk/detailed/restaurants/followmecafe/
Loza cafe / Лоза кафе;https://www.restoran.ru/msk/detailed/restaurants/loza-kafe/
Lubeer / Любир;https://www.restoran.ru/msk/detailed/restaurants/lubeer/
Lustra Bar / Люстра бар;https://www.restoran.ru/msk/detailed/restaurants/lyustra-bar/
LuSun / ЛуСюнь;https://www.restoran.ru/msk/detailed/restaurants/lusun-profsoyuznaya/
LyabiHouse / ЛябиХауз;https://www.restoran.ru/msk/detailed/restaurants/lyabikhauz/
M City (ex. Флориан);https://www.restoran.ru/msk/detailed/restaurants/florian_cafe/
M-10;https://www.restoran.ru/msk/detailed/restaurants/m-10/
Madison Restaurant & Club;https://www.restoran.ru/msk/detailed/restaurants/madison/
Makoto / Макото;https://www.restoran.ru/msk/detailed/restaurants/makoto/
Malibu / Малибу;https://www.restoran.ru/msk/detailed/restaurants/malibu/
Mamoonia / Мамуния на Таганке, кальян-клуб;https://www.restoran.ru/msk/detailed/restaurants/mamoonia_na_taganke/
Manana / Манана;https://www.restoran.ru/msk/detailed/restaurants/manana/
Manana / Манана;https://www.restoran.ru/msk/detailed/restaurants/manana-vavilova/
Mano / Мано;https://www.restoran.ru/msk/detailed/restaurants/mano/
Marani / Марани;https://www.restoran.ru/msk/detailed/restaurants/marani/
Marco Polo Presnja / Марко Поло Пресня;https://www.restoran.ru/msk/detailed/restaurants/marcopolo_presnja/
Marian Hall / Мэриан Холл;https://www.restoran.ru/msk/detailed/restaurants/marian_hall/
Marrakesh lounge / Марракеш;https://www.restoran.ru/msk/detailed/restaurants/marrakesh-lounge/
Maska / Маска;https://www.restoran.ru/msk/detailed/restaurants/maskafili/
Maska / Маска;https://www.restoran.ru/msk/detailed/restaurants/maska/
Maskva Lounge;https://www.restoran.ru/msk/detailed/restaurants/myata-platinum/
Maskva Lounge / Масква Лаунж;https://www.restoran.ru/msk/detailed/restaurants/maskva-lounge/
Masters & Margaritas (1-я Тверская-Ямская);https://www.restoran.ru/msk/detailed/restaurants/masters-margaritas-tverskaya/
Masters & Margaritas (Пятницкая);https://www.restoran.ru/msk/detailed/restaurants/masters-margaritas/
Mavi / Мави;https://www.restoran.ru/msk/detailed/restaurants/cafemavi/
Max's Beef For Money;https://www.restoran.ru/msk/detailed/restaurants/maxs-beef-for-money/
Maxima Pizza / Максима Пицца;https://www.restoran.ru/msk/detailed/restaurants/maxima-pizza/
MC Traders / МС Трейдерс;https://www.restoran.ru/msk/detailed/restaurants/mc-traders/
Meat&Fish / Мясо&Рыба;https://www.restoran.ru/msk/detailed/restaurants/meat-ryba/
Meat&More / Мит энд Мо;https://www.restoran.ru/msk/detailed/restaurants/meat-more/
MimoNot / МимоНот;https://www.restoran.ru/msk/detailed/restaurants/mimonot/
Miraclub / Мираклаб;https://www.restoran.ru/msk/detailed/restaurants/miraclub/
Molly Gwynn's / Молли Гвиннз;https://www.restoran.ru/msk/detailed/restaurants/molly-gwynns/
Molon Lave / Молон Лаве;https://www.restoran.ru/msk/detailed/restaurants/molon_lave/
Monte Resort Крекшино;https://www.restoran.ru/msk/detailed/restaurants/art-palazzo/
